Subject,Age,BFI1,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI2,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI3,BFI30,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,Education,Ethnicity_1,Ethnicity_2_01,Ethnicity_2_02,Ethnicity_2_03,Ethnicity_2_04,Ethnicity_2_05,Ethnicity_2_06,Gender,PO_Econ,PO_Gen,PO_Soc,a01accon,a01acinc,a01incon,a01ininc,a02accon,a02acinc,a02incon,a02ininc,a03accon,a03acinc,a03incon,a03ininc,a04accon,a04acinc,a04incon,a04ininc,a05accon,a05acinc,a05incon,a05ininc,a06accon,a06acinc,a06incon,a06ininc,a07accon,a07acinc,a07incon,a07ininc,a08accon,a08acinc,a08incon,a08ininc,a09accon,a09acinc,a09incon,a09ininc,a10accon,a10acinc,a10incon,a10ininc,a11accon,a11acinc,a11incon,a11ininc,a12accon,a12acinc,a12incon,a12ininc,ta01accon,ta01acinc,ta01incon,ta01ininc,ta02accon,ta02acinc,ta02incon,ta02ininc,ta03accon,ta03acinc,ta03incon,ta03ininc,ta04accon,ta04acinc,ta04incon,ta04ininc,ta05accon,ta05acinc,ta05incon,ta05ininc,ta06accon,ta06acinc,ta06incon,ta06ininc,ta07accon,ta07acinc,ta07incon,ta07ininc,ta08accon,ta08acinc,ta08incon,ta08ininc,ta09accon,ta09acinc,ta09incon,ta09ininc,ta10accon,ta10acinc,ta10incon,ta10ininc,ta11accon,ta11acinc,ta11incon,ta11ininc,ta12accon,ta12acinc,ta12incon,ta12ininc,td01accon,td01acinc,td01incon,td01ininc,td02accon,td02acinc,td02incon,td02ininc,td03accon,td03acinc,td03incon,td03ininc,td04accon,td04acinc,td04incon,td04ininc,td05accon,td05acinc,td05incon,td05ininc,td06accon,td06acinc,td06incon,td06ininc,td07accon,td07acinc,td07incon,td07ininc,td08accon,td08acinc,td08incon,td08ininc,td09accon,td09acinc,td09incon,td09ininc,td10accon,td10acinc,td10incon,td10ininc,td11accon,td11acinc,td11incon,td11ininc,td12accon,td12acinc,td12incon,td12ininc,missing_data,sum_action_proscript_greatbenef,sum_action_proscript_smallbenef,sum_action_prescript_greatbenef,sum_action_prescript_smallbenef,sum_inaction_proscript_greatbenef,sum_inaction_proscript_smallbenef,sum_inaction_prescript_greatbenef,sum_inaction_prescript_smallbenef,C,I,N,BFI1R,BFI21R,BFI26R,BFI7R,BFI17R,BFI27R,BFI3R,BFI8R,BFI28R,BFI14R,BFI19R,BFI24R,BFI10R,BFI20R,BFI30R,Extra,Agree,Con,Neuro,Open,C_artificial,N_artificial,I_artificial
22,18.0,1,1,5,1,4,4,5,5,3,5,4,4,1,1,5,5,5,5,1,4,1,1,1,1,2,5,5,3,1,2,2,2,1,0,0,0,0,0,2,6,6,6,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,3127,3667,1485,4783,2387,4133,4335,12576,2149,2288,5205,6814,2092,2187,11133,1845,4429,2422,3339,6587,2464,2616,5928,3640,5615,2391,3710,5180,3431,2102,4191,10299,2692,2271,5605,4112,2969,3717,3262,2461,3381,2670,5412,3204,7026,4814,3109,3761,5089,22185,4718,14684,1842,2860,2639,34087,13062,6392,5454,40002,5272,9641,26114,7996,4455,4216,8102,28648,8952,3488,2631,31209,2000,2572,43900,2807,32031,6428,10935,1161,10027,1902,34811,11656,7897,5222,11769,40226,6616,3706,28952,4536,2309,4474,5996,32785,0,4,5,7,5,8,7,5,7,0.03771,0.57382,0.12865,5,5,5,3,3,2,5,5,5,2,2,1,5,5,5,5.0,3.0,4.83333333333333,1.66666666666667,5.0,0.286,0.636,0.714
23,20.0,2,1,4,5,5,4,4,4,2,4,4,4,2,3,4,5,5,4,2,2,4,3,2,2,3,4,3,4,2,2,3,2,0,0,0,1,0,0,2,5,3,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1478,1940,1286,1378,1454,2120,2154,20235,1406,1292,4644,935,1457,1709,2007,951,1771,1448,4626,3375,1625,934,1279,3670,3262,2058,2969,2998,3759,1238,1427,1437,2067,1393,5496,2514,2207,1519,1550,1682,4380,3775,3391,2958,1394,1674,1294,2014,1255,6156,1071,2271,1188,1898,1438,30507,2126,3118,1295,4378,1366,1526,2457,1204,1505,2251,9547,1254,1390,831,1255,20553,705,1233,8938,6201,33912,1498,1229,704,2299,829,12521,3662,960,2216,750,3729,2244,822,18741,694,2241,1018,815,4129,0,4,4,11,10,8,8,1,2,0.0563,0.23508,0.57559,4,3,4,2,4,4,4,4,2,2,2,1,5,4,4,3.66666666666667,3.83333333333333,4.0,2.16666666666667,4.16666666666667,0.191,0.818,0.8
24,21.0,2,2,3,3,4,4,4,4,2,4,2,4,4,4,4,4,2,4,5,4,2,4,1,2,5,2,2,3,2,2,5,2,0,0,0,1,0,0,2,4,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,4669,15793,3736,12710,3330,5782,5882,8009,4015,4908,6485,13500,4299,6716,5750,3553,15315,6810,3076,6439,3604,10898,3158,4373,3451,16627,27565,9467,3685,2119,5577,6970,5724,2363,8343,13427,2814,6342,2433,21382,3235,8168,19914,7507,2048,3671,7335,4819,10551,43895,15339,11639,13387,12145,21748,25838,31564,13616,7519,33498,41856,25202,34328,19780,26265,19703,14097,22116,13887,12519,13520,30079,13285,30480,33860,25689,29711,25974,21018,22918,14042,9902,24579,19924,17886,29671,23176,58175,13820,13054,22677,35747,26237,21840,24677,33203,0,1,1,12,10,11,11,0,2,0.10959,0.0,0.93976,4,2,1,3,4,2,5,4,4,2,4,4,4,2,4,2.66666666666667,3.33333333333333,4.16666666666667,3.5,3.33333333333333,0.125,1.0,0.833
25,18.0,1,2,5,5,5,5,2,5,2,2,5,4,3,1,5,5,5,2,2,3,4,1,4,4,1,3,5,4,2,1,2,1,0,1,1,0,0,0,2,3,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,3926,2633,4374,1805,3288,9748,4085,92570,4200,5221,5892,10303,4296,3374,5988,7243,7622,21311,7975,6978,2809,1910,3707,7444,9007,6738,5891,3679,5607,10122,3379,3544,2942,2400,41920,3619,3196,7812,7797,3106,4294,16826,15139,14278,2496,5513,5415,7541,21856,23002,20385,31047,23300,18650,22838,48823,36854,28015,31258,40507,21662,25429,27884,36430,54744,28822,25656,30082,31098,33856,27759,36748,34028,69567,41174,31778,50635,36758,29869,35172,32821,36726,39769,34513,34321,57301,36457,40804,32200,32859,36032,42770,33818,18767,21358,38155,0,7,3,9,2,5,9,3,10,0.4574,0.61709,0.04378,5,5,4,2,4,3,2,4,2,1,1,1,4,3,2,4.83333333333333,3.83333333333333,3.33333333333333,1.0,2.66666666666667,0.083,0.875,0.917
26,18.0,1,2,4,3,2,2,4,4,3,2,2,3,2,2,2,4,4,4,2,4,4,4,4,2,4,4,5,4,4,4,2,2,0,0,0,1,0,0,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2409,3348,1966,2766,2109,2613,4442,5125,2088,1509,2525,3417,1557,1784,2087,2221,2335,2423,2687,4158,3414,2088,1903,2182,2104,2165,3641,5101,2057,2012,1730,2433,2396,1796,4365,2170,1756,2510,1751,2491,3654,2468,2755,2245,1625,1618,1603,2166,11438,17849,18343,12966,16715,8634,16428,14053,16204,18106,17453,24275,4498,10133,23164,21544,18181,13601,18141,23412,14256,15881,13804,41531,25791,30981,29289,19040,21803,23899,21959,16825,8825,11792,26689,23307,31886,18757,20309,26547,4713,14334,21937,10724,16483,22523,18284,28595,0,5,1,9,6,7,11,3,6,0.29748,0.71298,0.54028,5,4,4,2,3,2,2,2,2,4,4,2,4,4,4,4.33333333333333,2.5,2.33333333333333,3.66666666666667,4.0,0.333,0.75,0.708
27,18.0,4,1,3,4,4,4,3,3,1,2,2,5,1,3,4,4,4,4,3,3,3,2,4,2,5,4,3,2,3,2,3,2,1,0,0,0,0,0,2,3,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2441,13659,2762,11161,9142,3676,4379,14049,3622,3789,12702,8069,2860,4095,20235,4183,6332,2530,4310,5010,8515,3582,3383,4375,4341,6228,6278,5904,5370,3927,1810,3157,2826,2627,6236,7367,3420,5829,9251,12198,7621,4003,8181,10434,2456,11674,2671,45252,14858,20578,33455,27961,48592,20668,20155,30949,21424,23338,23115,46688,16278,22130,28032,22658,30031,41049,19443,39357,40929,36344,45103,54096,16364,49363,39425,36380,48275,30705,12341,23626,16774,12967,31808,36775,21221,37109,15108,39394,43031,19235,45001,24095,26499,18449,27126,27780,0,2,2,12,11,10,10,0,1,0.06806,0.0,0.85191,2,3,3,4,5,3,2,3,3,2,4,2,5,5,4,2.83333333333333,4.16666666666667,3.0,2.83333333333333,4.16666666666667,0.182,0.867,0.682
28,18.0,2,3,4,3,4,2,4,4,2,3,1,5,1,1,5,4,3,4,4,3,5,5,3,1,5,5,4,4,4,4,2,2,0,0,0,1,0,0,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2321,12063,2095,2262,1797,2830,1953,18447,1682,12738,3235,4109,1943,1698,11561,2881,7903,2454,3538,3490,14516,1652,3207,18729,2213,1727,9506,3997,2005,1968,2415,4427,1710,2092,5448,3838,1745,6065,2151,24941,2874,3226,9297,1798,1855,5484,9312,6960,7361,20322,12844,28101,17876,17941,21281,24855,13782,15760,17399,36882,6776,18865,20272,10366,32374,13003,11526,20839,12251,13560,14003,24424,24296,30940,24492,24281,18680,24476,15789,6876,13455,7302,16456,14194,4845,18278,22342,64419,23796,7882,30976,2530,19728,8212,27062,37835,0,6,2,11,7,6,10,1,5,0.33333,0.33333,0.625,4,5,2,2,4,3,3,2,1,4,5,3,3,5,5,3.83333333333333,3.66666666666667,2.83333333333333,4.33333333333333,4.33333333333333,0.182,0.864,0.818
29,19.0,4,3,3,3,3,4,3,3,1,5,3,4,4,4,5,5,5,3,3,1,4,1,1,2,2,4,3,1,2,2,2,1,1,0,0,1,0,0,2,4,4,4,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,4370,4515,2150,2514,3530,3169,5173,6597,3951,3172,5342,5607,3921,3092,4528,3408,3862,6691,4861,5896,3606,2786,6126,6547,2281,4595,8498,4852,3640,2189,4062,3485,2732,3881,4425,4868,3718,4092,6482,4575,3953,7452,5875,4941,3784,2236,4314,3312,1581,5046,4597,11750,1566,17956,7481,4295,5486,1172,9627,10379,7519,7586,1470,1325,12184,5469,1857,18779,7706,1638,1657,2638,1281,10035,1378,2164,14784,9265,1275,1907,15242,1967,2016,6601,1730,5454,1472,5037,9961,4171,2622,3000,15642,1233,1927,13532,0,3,3,7,8,9,9,5,4,0.0,0.6,0.375,2,2,3,5,5,5,5,4,2,2,3,1,3,2,4,2.66666666666667,4.5,4.0,1.83333333333333,3.16666666666667,0.083,0.917,0.875
30,19.0,1,3,4,4,4,3,4,5,1,3,1,5,1,1,4,4,3,5,1,2,2,4,2,1,5,5,5,2,2,3,3,2,0,1,0,0,0,0,2,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2455,8035,1611,3147,3048,2353,5019,5981,5058,4953,2909,2688,1910,2286,3172,6093,6044,8359,2551,4031,1878,1815,2939,3091,1917,3953,3925,3723,2436,2451,3842,5476,3156,1729,13965,2358,2668,3069,2060,2261,3821,3605,4388,5433,3473,1821,2425,9546,12998,15214,15047,12127,11704,12853,8508,16675,19935,17343,10293,30371,8350,6109,18249,14938,10379,8192,17032,21627,13709,11298,10718,20448,15478,13733,25600,32372,33722,8996,9342,3998,10819,4199,21795,20622,13237,17843,9275,34333,5759,8396,27379,4347,8089,9038,17150,26030,0,4,3,10,8,8,9,2,4,0.12738,0.44199,0.526,5,5,5,4,5,4,4,4,4,3,5,3,3,5,5,4.83333333333333,4.33333333333333,3.83333333333333,3.83333333333333,4.5,0.125,0.708,0.822
31,18.0,3,4,3,5,5,2,2,4,2,3,2,5,4,3,5,3,2,4,2,4,3,5,3,3,5,3,2,2,4,4,3,1,1,0,0,0,0,0,2,3,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,3833,4110,2073,5484,3047,5573,4433,11388,3453,2418,4278,4956,2502,3089,3475,11219,5073,3764,6393,9024,2656,3162,2531,19330,2708,6571,3935,6826,3148,2576,4061,4248,2362,1956,10301,4169,2914,3656,2930,4768,4294,4605,5423,6302,2688,2758,3125,2884,16230,39641,29169,24363,29824,31370,37397,30240,23821,38578,27678,47892,21436,19529,38595,25210,28771,34313,24183,31271,23904,22987,38207,43264,26688,37185,48066,30768,60532,40581,25061,30735,24595,13909,45840,36792,28446,42078,29724,57965,16278,32644,51476,33234,42669,18111,30045,55295,0,9,0,12,2,3,12,0,10,0.79167,1.0,1.0,3,3,4,4,4,2,3,2,3,4,4,4,2,2,3,3.16666666666667,4.16666666666667,3.16666666666667,4.33333333333333,2.66666666666667,0.042,1.0,0.875
32,18.0,4,2,2,3,4,4,4,4,2,2,4,5,3,2,4,4,4,4,4,4,2,2,3,2,4,4,4,2,2,2,2,2,1,0,0,0,0,0,2,6,5,6,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,3117,1989,1778,2273,3540,2875,12600,30219,2753,2096,5930,7075,2560,2668,4392,2818,3162,4038,4261,24173,2368,1960,3315,3217,1813,2746,3714,2050,4699,1723,2305,5335,2843,2281,8444,2587,2116,2919,1784,3044,3710,3157,15359,6502,2521,1940,2354,7834,9550,56257,21170,19787,13297,14207,20816,38265,20411,16257,25192,35322,18316,20482,28609,5225,47562,27861,16615,26820,15552,6962,22933,37046,9955,48951,74610,19592,44793,27366,24554,28755,22719,5970,35103,29230,17416,24327,9523,46482,20143,10184,47843,6852,28308,11181,19990,29066,0,0,0,12,9,12,12,0,3,0.06475,1.0,0.93079,2,4,2,4,4,2,3,4,4,2,2,2,4,3,4,3.0,3.66666666666667,3.5,2.33333333333333,3.83333333333333,0.087,0.913,0.822
33,19.0,4,4,4,3,4,4,2,3,2,2,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,2,3,4,2,3,2,0,0,0,1,0,0,2,3,3,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2199,1858,1493,2729,1597,5157,5299,4523,1977,1054,3812,2381,2396,3074,2366,1554,1837,1450,1848,2741,1754,2574,1999,2277,2111,4223,3592,15453,2293,3355,2261,2672,2088,1473,4801,4150,2565,3451,1951,20832,3457,3070,3831,2837,2181,2595,3788,9150,11737,24521,15020,31286,11661,8970,29845,24547,25637,11834,17056,24882,13423,19299,16256,7544,32231,44218,14437,52156,24253,26539,17186,21536,12781,35748,26405,45178,27134,28385,17868,17798,10896,11911,25969,19594,20312,31337,21469,26127,22602,32073,24728,23806,13357,18057,35973,13577,0,4,0,12,8,8,12,0,4,0.33333,0.38156,1.0,2,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2.66666666666667,3.33333333333333,2.66666666666667,2.5,2.33333333333333,0.0,0.958,0.917
34,18.0,4,2,3,4,2,1,3,3,4,2,1,5,5,4,4,4,1,4,4,3,5,5,5,5,5,5,3,1,5,5,2,2,0,0,0,1,0,0,2,3,4,3,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,11841,5951,1581,5577,2145,35923,7511,11652,2179,2513,3095,6730,3062,2118,2875,8715,3526,4515,2731,7279,8292,1692,4040,3039,3754,7338,5601,3977,1962,1558,5179,4482,8272,2875,6837,9522,2950,5114,3044,2608,6914,3269,6676,3552,2401,6046,2128,2321,3447,19503,16595,11381,11038,11604,24518,42568,1965,11434,16000,23621,67293,8807,23003,15633,20113,12725,4531,8161,1973,19546,29063,15918,45569,1617,61495,29353,38369,35289,8104,2181,20529,80665,28946,121847,10420,25706,92887,56405,21372,36206,22045,15114,11798,17289,58282,3772,0,1,3,7,7,11,9,5,5,0.0,0.71429,0.41667,2,2,2,5,2,3,1,1,1,5,5,5,4,1,1,2.5,3.83333333333333,1.83333333333333,5.0,3.0,0.083,0.917,0.875
35,20.0,4,2,4,4,5,4,3,4,2,5,5,5,5,3,5,5,5,4,2,4,2,2,1,4,2,2,3,2,2,4,5,2,1,0,0,1,0,0,1,6,4,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,3228,1504,1863,2821,3840,5486,4972,10971,2616,3431,3259,3549,1814,3624,3204,4066,8140,3049,3394,9937,2706,1550,1789,2403,2891,8781,6830,1694,1759,1165,3090,2305,2289,2157,3374,2114,1744,2479,6653,3080,3766,4565,3636,6694,1941,1350,1304,2050,4878,15686,2102,5318,2126,3483,4480,13710,4409,7466,9648,14117,2534,2611,18669,2183,5270,1663,6923,7297,1703,1779,2968,23848,2056,4233,19448,7241,23292,4664,3234,3915,7438,3777,12453,4382,3328,2647,3045,28664,9678,1539,13937,2728,6198,3224,4277,13865,0,4,4,9,10,8,8,3,2,0.0,0.38462,0.45833,2,3,4,4,4,2,5,4,4,2,1,1,4,1,2,3.33333333333333,4.0,4.66666666666667,2.0,2.66666666666667,0.0,1.0,1.0
36,18.0,4,2,4,4,4,3,2,3,4,4,3,4,4,3,5,4,3,2,4,3,4,4,3,3,3,5,3,2,3,3,3,1,1,0,0,0,0,0,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,3875,2167,1491,4525,1703,2577,8314,14188,2024,1165,3866,2768,3458,3048,2759,3157,5313,1983,4116,6725,2920,2322,2422,2226,3789,3378,8851,2828,3197,2488,2510,4833,3954,5069,5638,2654,3936,2791,6127,5776,3571,2917,4162,3426,2615,2089,1750,2157,12149,20818,12247,9395,18079,12734,11702,18839,23235,16954,24980,20452,7153,16000,17872,9438,26782,24444,14687,22118,17696,12563,20717,25391,23697,26530,38439,15349,28675,23219,13186,16980,10019,11173,23499,17803,12394,24710,28758,29255,19857,20800,25964,19993,21518,11306,22517,32532,0,10,2,9,5,2,10,3,7,0.49792,0.42152,0.13567,2,3,2,4,2,3,3,3,2,3,3,3,4,2,3,2.83333333333333,3.66666666666667,3.33333333333333,3.16666666666667,3.0,0.083,0.917,1.0
37,20.0,3,4,3,3,4,2,2,4,4,4,2,4,4,2,4,3,2,3,4,4,4,4,2,4,5,4,3,4,4,4,3,2,1,0,0,1,0,0,2,4,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,2309,2897,3033,2494,5151,11290,6868,33409,1951,1283,4117,18048,3304,2556,2273,2983,5610,5968,2638,11296,4816,2216,4351,9422,2805,3232,6083,2797,2275,1463,2261,7511,6077,1568,5332,20454,1843,4755,1888,17817,3444,5185,7338,2843,4156,1454,6155,1909,6999,15649,13629,11273,8604,16289,14400,17155,12300,7810,14985,26876,10173,10741,27260,9311,17335,11421,11500,19971,14251,7145,30269,26336,10502,27466,31044,11560,24891,15899,15306,11858,13503,8214,41981,13935,19597,18810,12236,37646,13369,7714,16672,15710,12218,7453,13999,19682,0,4,3,8,7,8,9,4,5,0.08334,0.57143,0.36364,3,4,2,2,2,2,4,2,2,4,4,4,2,2,2,3.16666666666667,2.83333333333333,3.16666666666667,4.16666666666667,2.5,0.125,1.0,0.833
38,18.0,4,3,2,1,5,4,4,4,5,3,4,2,2,3,4,5,5,4,1,4,2,2,2,1,4,4,4,1,2,3,2,2,1,0,0,0,0,0,2,1,2,3,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1745,3579,7913,3272,2150,2952,3211,8354,2622,2391,2984,3927,2153,1891,5630,1359,2910,7541,3235,4823,2797,2289,3768,3008,2028,2953,2685,4865,4495,2705,2267,2198,2063,1974,26969,2869,3632,3951,2704,6689,6641,3153,10482,2007,2531,4443,2067,9172,17537,32785,20291,31145,13559,48727,23838,32127,19967,38996,41689,41041,27296,22734,27260,11024,52663,22507,14627,56099,25117,20741,21195,61009,22522,44830,39516,22744,37351,26383,22696,24049,28883,29511,41360,27660,16416,36549,23050,45636,29114,20247,50464,21172,39652,12705,46351,43174,0,8,2,8,4,4,10,4,8,0.41838,0.59298,0.15681,2,3,5,5,1,2,4,4,4,2,2,1,3,4,5,3.33333333333333,2.5,4.16666666666667,2.33333333333333,4.0,0.25,0.917,0.708
39,19.0,3,3,4,2,5,2,2,4,2,5,4,4,5,1,4,5,5,4,2,4,2,4,1,5,5,1,4,4,1,3,3,2,1,0,0,1,0,0,2,4,2,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2135,11116,2190,2802,2785,5563,8771,18272,3330,2113,6749,3839,2908,2363,5669,3900,2885,2183,3804,3895,2725,3065,4148,5098,4035,2690,3509,2485,3567,12054,2596,7676,2418,1838,7955,3682,2791,4844,5894,4615,7893,3521,4346,8849,2192,3200,1942,2305,10351,22387,13891,16197,14345,12209,14440,19632,15975,14728,17415,36237,10485,12559,20844,14215,16027,23679,13190,23384,13527,12539,14638,37521,17890,28635,33468,21958,36726,25496,13387,23002,19526,14104,35477,13413,20602,22251,19349,41987,21498,10254,22760,21449,20321,13519,15559,23154,0,6,1,12,6,6,11,0,6,0.46334,0.0,0.86338,3,5,4,2,4,2,5,5,4,4,2,1,3,1,1,4.0,3.0,4.83333333333333,3.16666666666667,2.0,0.045,0.958,0.913
40,13.0,3,2,3,4,5,2,3,4,4,5,4,5,1,4,4,5,4,5,5,1,4,4,2,2,4,5,2,1,5,3,2,1,1,0,0,0,0,0,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,3645,2731,3075,11361,3405,9331,3280,12024,2189,2734,3047,3594,1884,2548,14430,3578,14722,2707,3318,3956,2649,3014,3470,5781,5834,7360,3234,5167,4324,1903,3466,3015,2501,3856,15471,10097,3674,3815,2716,12104,3827,5026,8130,5224,2714,3404,2886,2719,13252,34489,19624,15967,25878,22365,26515,37135,21471,21226,40748,64448,15894,16937,39507,30453,50367,22620,21492,51172,40864,24812,27174,56860,39824,34813,52723,22595,65787,31811,24911,28187,28577,78585,46873,37784,22310,26519,26668,41439,25769,18033,31120,25354,30942,15547,49964,40325,0,9,1,10,3,3,11,2,9,0.62598,0.60881,0.34681,3,2,1,5,2,5,4,1,2,4,2,2,4,5,4,2.5,4.16666666666667,3.66666666666667,3.16666666666667,4.33333333333333,0.167,0.958,0.784
41,18.0,5,3,3,2,4,2,3,3,4,5,2,4,2,4,4,4,2,3,1,4,3,4,2,2,5,4,2,4,4,4,2,2,0,0,0,1,0,0,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,3229,3534,1396,2344,1947,2314,3703,10129,1833,3319,2973,2799,3232,2527,10038,3646,1982,1792,2400,3493,3541,1758,1998,2347,3204,1597,3865,4204,2511,1639,2207,1962,2597,1830,4860,2733,3321,4794,1470,30774,3802,8801,5774,5937,3369,1509,1273,1907,11786,32749,23804,13966,26788,13406,27079,29642,23420,13698,17567,26954,14360,17822,19619,21317,28477,29880,17195,36523,19944,28158,48368,62140,19392,36977,24268,29369,34624,31736,21854,26435,24187,11563,34254,35519,35319,12048,53343,47863,24281,21118,41824,25008,10458,11189,17926,26423,0,1,1,12,12,11,11,0,0,0.0,0.0,0.91667,1,2,5,2,2,2,4,2,3,4,4,4,3,4,4,2.66666666666667,2.66666666666667,3.66666666666667,4.16666666666667,3.5,0.05,0.955,0.95
42,19.0,2,2,5,4,5,5,5,5,2,5,5,4,3,3,5,5,5,5,1,2,2,3,2,2,2,4,4,1,2,2,3,2,0,0,0,1,0,0,1,4,4,4,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1485,1294,2879,2536,2871,1730,6772,14256,2321,1513,2758,3427,1745,1574,2540,2925,2217,1333,1642,4279,1898,3905,2318,3764,1308,4424,3318,15658,2755,1639,1565,3654,10254,1289,3581,1425,9220,5235,2141,8942,14895,3857,8112,2781,3262,1853,2890,2307,17389,10356,8138,20861,11312,11549,12358,21494,11595,6040,22064,8017,25968,10614,18405,28945,31996,28867,31960,14287,12614,8705,14875,17528,27538,34529,15391,19206,30996,9944,14119,15074,37233,7942,23813,18151,19321,26029,13880,26679,38282,29582,25868,28851,35356,11051,8829,10938,0,3,3,11,8,9,9,1,4,0.13898,0.38983,0.63324,4,3,5,5,4,4,4,4,4,1,1,1,4,3,4,4.33333333333333,4.33333333333333,4.5,1.66666666666667,4.16666666666667,0.245,0.871,0.675
